"Participant" "Onset" "Determiner" "Agecat" "Age" "OldNew" "variable" "TARGETFIXBIN.m" "yT" "N_T" "elogT"
"1567" "P143yo" "Same" "A" "Three" 47 "N" "700" 0.75 3 4 0.847297860387204
"1568" "P143yo" "Same" "A" "Three" 47 "N" "800" 0.75 3 4 0.847297860387204
"1569" "P143yo" "Same" "A" "Three" 47 "N" "900" 0.75 3 4 0.847297860387204
"1570" "P143yo" "Same" "A" "Three" 47 "N" "1000" 0.75 3 4 0.847297860387204
"1571" "P143yo" "Same" "A" "Three" 47 "Y" "100" 0.75 3 4 0.847297860387204
"1572" "P143yo" "Same" "A" "Three" 47 "Y" "200" 0.75 3 4 0.847297860387204
"1573" "P143yo" "Same" "A" "Three" 47 "Y" "300" 0.5 2 4 0
"1574" "P143yo" "Same" "A" "Three" 47 "Y" "400" 0.5 2 4 0
"1575" "P143yo" "Same" "A" "Three" 47 "Y" "500" 0.5 2 4 0
"1576" "P143yo" "Same" "A" "Three" 47 "Y" "600" 0.5 2 4 0
"1577" "P143yo" "Same" "A" "Three" 47 "Y" "700" 0.5 2 4 0
"1578" "P143yo" "Same" "A" "Three" 47 "Y" "800" 1 4 4 2.19722457733622
"1579" "P143yo" "Same" "A" "Three" 47 "Y" "900" 1 4 4 2.19722457733622
"1580" "P143yo" "Same" "A" "Three" 47 "Y" "1000" 0.75 3 4 0.847297860387204
"1581" "P143yo" "Same" "AN" "Three" 47 "N" "100" 0.25 1 4 -0.847297860387204
"1582" "P143yo" "Same" "AN" "Three" 47 "N" "200" 0.25 1 4 -0.847297860387204
"1583" "P143yo" "Same" "AN" "Three" 47 "N" "300" 0.25 1 4 -0.847297860387204
"1584" "P143yo" "Same" "AN" "Three" 47 "N" "400" 0.25 1 4 -0.847297860387204
"1585" "P143yo" "Same" "AN" "Three" 47 "N" "500" 0.5 2 4 0
"1586" "P143yo" "Same" "AN" "Three" 47 "N" "600" 0.5 2 4 0
"1587" "P143yo" "Same" "AN" "Three" 47 "N" "700" 0.5 2 4 0
"1588" "P143yo" "Same" "AN" "Three" 47 "N" "800" 0.5 2 4 0
"1589" "P143yo" "Same" "AN" "Three" 47 "N" "900" 0.5 2 4 0
"1590" "P143yo" "Same" "AN" "Three" 47 "N" "1000" 0.75 3 4 0.847297860387204
"1591" "P143yo" "Same" "AN" "Three" 47 "Y" "100" 0.75 3 4 0.847297860387204
"1592" "P143yo" "Same" "AN" "Three" 47 "Y" "200" 0.75 3 4 0.847297860387204
"1593" "P143yo" "Same" "AN" "Three" 47 "Y" "300" 0.75 3 4 0.847297860387204
"1594" "P143yo" "Same" "AN" "Three" 47 "Y" "400" 0.75 3 4 0.847297860387204
"1595" "P143yo" "Same" "AN" "Three" 47 "Y" "500" 0.75 3 4 0.847297860387204
"1596" "P143yo" "Same" "AN" "Three" 47 "Y" "600" 0.75 3 4 0.847297860387204
"1597" "P143yo" "Same" "AN" "Three" 47 "Y" "700" 0.75 3 4 0.847297860387204
"1598" "P143yo" "Same" "AN" "Three" 47 "Y" "800" 0.75 3 4 0.847297860387204
"1599" "P143yo" "Same" "AN" "Three" 47 "Y" "900" 0.75 3 4 0.847297860387204
"1600" "P143yo" "Same" "AN" "Three" 47 "Y" "1000" 1 4 4 2.19722457733622
"1601" "P1445yo" "Different" "A" "Four-Five" 53 "N" "100" 0.25 1 4 -0.847297860387204
"1602" "P1445yo" "Different" "A" "Four-Five" 53 "N" "200" 0.5 2 4 0
"1603" "P1445yo" "Different" "A" "Four-Five" 53 "N" "300" 0.5 2 4 0
"1604" "P1445yo" "Different" "A" "Four-Five" 53 "N" "400" 0.5 2 4 0
"1605" "P1445yo" "Different" "A" "Four-Five" 53 "N" "500" 0.5 2 4 0
"1606" "P1445yo" "Different" "A" "Four-Five" 53 "N" "600" 0.5 2 4 0
"1607" "P1445yo" "Different" "A" "Four-Five" 53 "N" "700" 0.5 2 4 0
"1608" "P1445yo" "Different" "A" "Four-Five" 53 "N" "800" 0.75 3 4 0.847297860387204
"1609" "P1445yo" "Different" "A" "Four-Five" 53 "N" "900" 1 4 4 2.19722457733622
"1610" "P1445yo" "Different" "A" "Four-Five" 53 "N" "1000" 1 4 4 2.19722457733622
"1611" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "100" 0.4 2 5 -0.336472236621213
"1612" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "200" 0.4 2 5 -0.336472236621213
"1613" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "300" 0.4 2 5 -0.336472236621213
"1614" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "400" 0.4 2 5 -0.336472236621213
"1615" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "500" 0.6 3 5 0.336472236621213
"1616" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "600" 0.8 4 5 1.09861228866811
"1617" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "700" 0.8 4 5 1.09861228866811
"1618" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "800" 0.8 4 5 1.09861228866811
"1619" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "900" 0.8 4 5 1.09861228866811
"1620" "P1445yo" "Different" "A" "Four-Five" 53 "Y" "1000" 0.8 4 5 1.09861228866811
"1621" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "100" 0.2 1 5 -1.09861228866811
"1622" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "200" 0.2 1 5 -1.09861228866811
"1623" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "300" 0.4 2 5 -0.336472236621213
"1624" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "400" 0.4 2 5 -0.336472236621213
"1625" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "500" 0.4 2 5 -0.336472236621213
"1626" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "600" 0.6 3 5 0.336472236621213
"1627" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "700" 0.6 3 5 0.336472236621213
"1628" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "800" 0.8 4 5 1.09861228866811
"1629" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "900" 1 5 5 2.39789527279837
"1630" "P1445yo" "Different" "AN" "Four-Five" 53 "N" "1000" 1 5 5 2.39789527279837
"1631" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "100" 0.5 2 4 0
"1632" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "200" 0.5 2 4 0
"1633" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "300" 0.5 2 4 0
"1634" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "400" 0.5 2 4 0
"1635" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "500" 0.5 2 4 0
"1636" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "600" 0.75 3 4 0.847297860387204
"1637" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "700" 1 4 4 2.19722457733622
"1638" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "800" 1 4 4 2.19722457733622
"1639" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "900" 1 4 4 2.19722457733622
"1640" "P1445yo" "Different" "AN" "Four-Five" 53 "Y" "1000" 1 4 4 2.19722457733622
"1641" "P1445yo" "Same" "A" "Four-Five" 53 "N" "100" 0.4 2 5 -0.336472236621213
"1642" "P1445yo" "Same" "A" "Four-Five" 53 "N" "200" 0.4 2 5 -0.336472236621213
"1643" "P1445yo" "Same" "A" "Four-Five" 53 "N" "300" 0.8 4 5 1.09861228866811
"1644" "P1445yo" "Same" "A" "Four-Five" 53 "N" "400" 0.6 3 5 0.336472236621213
"1645" "P1445yo" "Same" "A" "Four-Five" 53 "N" "500" 0.6 3 5 0.336472236621213
"1646" "P1445yo" "Same" "A" "Four-Five" 53 "N" "600" 0.6 3 5 0.336472236621213
"1647" "P1445yo" "Same" "A" "Four-Five" 53 "N" "700" 0.4 2 5 -0.336472236621213
"1648" "P1445yo" "Same" "A" "Four-Five" 53 "N" "800" 0.4 2 5 -0.336472236621213
"1649" "P1445yo" "Same" "A" "Four-Five" 53 "N" "900" 0.4 2 5 -0.336472236621213
"1650" "P1445yo" "Same" "A" "Four-Five" 53 "N" "1000" 0.6 3 5 0.336472236621213
"1651" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "100" 0.4 2 5 -0.336472236621213
"1652" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "200" 0.4 2 5 -0.336472236621213
"1653" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "300" 0.4 2 5 -0.336472236621213
"1654" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "400" 0.4 2 5 -0.336472236621213
"1655" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "500" 0.6 3 5 0.336472236621213
"1656" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "600" 0.4 2 5 -0.336472236621213
"1657" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "700" 0.6 3 5 0.336472236621213
"1658" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "800" 0.6 3 5 0.336472236621213
"1659" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "900" 0.8 4 5 1.09861228866811
"1660" "P1445yo" "Same" "A" "Four-Five" 53 "Y" "1000" 0.8 4 5 1.09861228866811
"1661" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "100" 0.25 1 4 -0.847297860387204
"1662" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "200" 0.75 3 4 0.847297860387204
"1663" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "300" 0.75 3 4 0.847297860387204
"1664" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "400" 0.5 2 4 0
"1665" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "500" 0.5 2 4 0
"1666" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "600" 0.5 2 4 0
"1667" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "700" 0.5 2 4 0
"1668" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "800" 0.5 2 4 0
"1669" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "900" 0.5 2 4 0
"1670" "P1445yo" "Same" "AN" "Four-Five" 53 "N" "1000" 0.75 3 4 0.847297860387204
"1671" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "100" 0.75 3 4 0.847297860387204
"1672" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "200" 0.75 3 4 0.847297860387204
"1673" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "300" 0.75 3 4 0.847297860387204
"1674" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "400" 0.75 3 4 0.847297860387204
"1675" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "500" 0.75 3 4 0.847297860387204
"1676" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "600" 0.75 3 4 0.847297860387204
"1677" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "700" 0.75 3 4 0.847297860387204
"1678" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "800" 0.75 3 4 0.847297860387204
"1679" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "900" 0.75 3 4 0.847297860387204
"1680" "P1445yo" "Same" "AN" "Four-Five" 53 "Y" "1000" 0.75 3 4 0.847297860387204
"1681" "P153yo" "Different" "A" "Three" 43 "N" "100" 0.25 1 4 -0.847297860387204
"1682" "P153yo" "Different" "A" "Three" 43 "N" "200" 0.25 1 4 -0.847297860387204
"1683" "P153yo" "Different" "A" "Three" 43 "N" "300" 0.25 1 4 -0.847297860387204
"1684" "P153yo" "Different" "A" "Three" 43 "N" "400" 0.25 1 4 -0.847297860387204
"1685" "P153yo" "Different" "A" "Three" 43 "N" "500" 0.25 1 4 -0.847297860387204
"1686" "P153yo" "Different" "A" "Three" 43 "N" "600" 0.75 3 4 0.847297860387204
"1687" "P153yo" "Different" "A" "Three" 43 "N" "700" 0.75 3 4 0.847297860387204
"1688" "P153yo" "Different" "A" "Three" 43 "N" "800" 0.75 3 4 0.847297860387204
"1689" "P153yo" "Different" "A" "Three" 43 "N" "900" 0.75 3 4 0.847297860387204
"1690" "P153yo" "Different" "A" "Three" 43 "N" "1000" 0.75 3 4 0.847297860387204
"1691" "P153yo" "Different" "A" "Three" 43 "Y" "100" 1 3 3 1.94591014905531
"1692" "P153yo" "Different" "A" "Three" 43 "Y" "200" 1 3 3 1.94591014905531
"1693" "P153yo" "Different" "A" "Three" 43 "Y" "300" 0.666666666666667 2 3 0.510825623765991
"1694" "P153yo" "Different" "A" "Three" 43 "Y" "400" 0.333333333333333 1 3 -0.510825623765991
"1695" "P153yo" "Different" "A" "Three" 43 "Y" "500" 0.333333333333333 1 3 -0.510825623765991
"1696" "P153yo" "Different" "A" "Three" 43 "Y" "600" 0.333333333333333 1 3 -0.510825623765991
"1697" "P153yo" "Different" "A" "Three" 43 "Y" "700" 0.333333333333333 1 3 -0.510825623765991
"1698" "P153yo" "Different" "A" "Three" 43 "Y" "800" 0.333333333333333 1 3 -0.510825623765991
"1699" "P153yo" "Different" "A" "Three" 43 "Y" "900" 0.333333333333333 1 3 -0.510825623765991
"1700" "P153yo" "Different" "A" "Three" 43 "Y" "1000" 1 3 3 1.94591014905531
"1701" "P153yo" "Different" "AN" "Three" 43 "N" "100" 0.6 3 5 0.336472236621213
"1702" "P153yo" "Different" "AN" "Three" 43 "N" "200" 0.6 3 5 0.336472236621213
"1703" "P153yo" "Different" "AN" "Three" 43 "N" "300" 0.4 2 5 -0.336472236621213
"1704" "P153yo" "Different" "AN" "Three" 43 "N" "400" 0.4 2 5 -0.336472236621213
"1705" "P153yo" "Different" "AN" "Three" 43 "N" "500" 0.4 2 5 -0.336472236621213
"1706" "P153yo" "Different" "AN" "Three" 43 "N" "600" 0.2 1 5 -1.09861228866811
"1707" "P153yo" "Different" "AN" "Three" 43 "N" "700" 0.8 4 5 1.09861228866811
"1708" "P153yo" "Different" "AN" "Three" 43 "N" "800" 0.8 4 5 1.09861228866811
"1709" "P153yo" "Different" "AN" "Three" 43 "N" "900" 1 5 5 2.39789527279837
"1710" "P153yo" "Different" "AN" "Three" 43 "N" "1000" 1 5 5 2.39789527279837
"1711" "P153yo" "Different" "AN" "Three" 43 "Y" "100" 0.6 3 5 0.336472236621213
"1712" "P153yo" "Different" "AN" "Three" 43 "Y" "200" 0.6 3 5 0.336472236621213
"1713" "P153yo" "Different" "AN" "Three" 43 "Y" "300" 0.4 2 5 -0.336472236621213
"1714" "P153yo" "Different" "AN" "Three" 43 "Y" "400" 0.2 1 5 -1.09861228866811
"1715" "P153yo" "Different" "AN" "Three" 43 "Y" "500" 0.4 2 5 -0.336472236621213
"1716" "P153yo" "Different" "AN" "Three" 43 "Y" "600" 0.4 2 5 -0.336472236621213
"1717" "P153yo" "Different" "AN" "Three" 43 "Y" "700" 0.6 3 5 0.336472236621213
"1718" "P153yo" "Different" "AN" "Three" 43 "Y" "800" 1 5 5 2.39789527279837
"1719" "P153yo" "Different" "AN" "Three" 43 "Y" "900" 1 5 5 2.39789527279837
"1720" "P153yo" "Different" "AN" "Three" 43 "Y" "1000" 1 5 5 2.39789527279837
"1721" "P153yo" "Same" "A" "Three" 43 "N" "100" 0.5 2 4 0
"1722" "P153yo" "Same" "A" "Three" 43 "N" "200" 0.5 2 4 0
"1723" "P153yo" "Same" "A" "Three" 43 "N" "300" 0.25 1 4 -0.847297860387204
"1724" "P153yo" "Same" "A" "Three" 43 "N" "400" 0 0 4 -2.19722457733622
"1725" "P153yo" "Same" "A" "Three" 43 "N" "500" 0 0 4 -2.19722457733622
"1726" "P153yo" "Same" "A" "Three" 43 "N" "600" 0 0 4 -2.19722457733622
"1727" "P153yo" "Same" "A" "Three" 43 "N" "700" 0 0 4 -2.19722457733622
"1728" "P153yo" "Same" "A" "Three" 43 "N" "800" 0.25 1 4 -0.847297860387204
"1729" "P153yo" "Same" "A" "Three" 43 "N" "900" 0.75 3 4 0.847297860387204
"1730" "P153yo" "Same" "A" "Three" 43 "N" "1000" 0.75 3 4 0.847297860387204
"1731" "P153yo" "Same" "A" "Three" 43 "Y" "100" 0.5 2 4 0
"1732" "P153yo" "Same" "A" "Three" 43 "Y" "200" 0.5 2 4 0
"1733" "P153yo" "Same" "A" "Three" 43 "Y" "300" 0.5 2 4 0
"1734" "P153yo" "Same" "A" "Three" 43 "Y" "400" 0.5 2 4 0
"1735" "P153yo" "Same" "A" "Three" 43 "Y" "500" 0.5 2 4 0
"1736" "P153yo" "Same" "A" "Three" 43 "Y" "600" 0.5 2 4 0
"1737" "P153yo" "Same" "A" "Three" 43 "Y" "700" 0.5 2 4 0
"1738" "P153yo" "Same" "A" "Three" 43 "Y" "800" 0.5 2 4 0
"1739" "P153yo" "Same" "A" "Three" 43 "Y" "900" 0.5 2 4 0
"1740" "P153yo" "Same" "A" "Three" 43 "Y" "1000" 0.5 2 4 0
"1741" "P153yo" "Same" "AN" "Three" 43 "N" "100" 0.6 3 5 0.336472236621213
"1742" "P153yo" "Same" "AN" "Three" 43 "N" "200" 0.6 3 5 0.336472236621213
"1743" "P153yo" "Same" "AN" "Three" 43 "N" "300" 0.6 3 5 0.336472236621213
"1744" "P153yo" "Same" "AN" "Three" 43 "N" "400" 0.6 3 5 0.336472236621213
"1745" "P153yo" "Same" "AN" "Three" 43 "N" "500" 0.6 3 5 0.336472236621213
"1746" "P153yo" "Same" "AN" "Three" 43 "N" "600" 0.6 3 5 0.336472236621213
"1747" "P153yo" "Same" "AN" "Three" 43 "N" "700" 0.6 3 5 0.336472236621213
"1748" "P153yo" "Same" "AN" "Three" 43 "N" "800" 0.6 3 5 0.336472236621213
"1749" "P153yo" "Same" "AN" "Three" 43 "N" "900" 0.6 3 5 0.336472236621213
"1750" "P153yo" "Same" "AN" "Three" 43 "N" "1000" 0.6 3 5 0.336472236621213
"1751" "P153yo" "Same" "AN" "Three" 43 "Y" "100" 0.2 1 5 -1.09861228866811
"1752" "P153yo" "Same" "AN" "Three" 43 "Y" "200" 0.2 1 5 -1.09861228866811
"1753" "P153yo" "Same" "AN" "Three" 43 "Y" "300" 0.2 1 5 -1.09861228866811
"1754" "P153yo" "Same" "AN" "Three" 43 "Y" "400" 0.2 1 5 -1.09861228866811
"1755" "P153yo" "Same" "AN" "Three" 43 "Y" "500" 0.2 1 5 -1.09861228866811
"1756" "P153yo" "Same" "AN" "Three" 43 "Y" "600" 0.4 2 5 -0.336472236621213
"1757" "P153yo" "Same" "AN" "Three" 43 "Y" "700" 0.4 2 5 -0.336472236621213
"1758" "P153yo" "Same" "AN" "Three" 43 "Y" "800" 0.6 3 5 0.336472236621213
"1759" "P153yo" "Same" "AN" "Three" 43 "Y" "900" 0.6 3 5 0.336472236621213
"1760" "P153yo" "Same" "AN" "Three" 43 "Y" "1000" 0.6 3 5 0.336472236621213
"1761" "P1545yo" "Different" "A" "Four-Five" 59 "N" "100" 0.25 1 4 -0.847297860387204
"1762" "P1545yo" "Different" "A" "Four-Five" 59 "N" "200" 0.25 1 4 -0.847297860387204
"1763" "P1545yo" "Different" "A" "Four-Five" 59 "N" "300" 0.25 1 4 -0.847297860387204
"1764" "P1545yo" "Different" "A" "Four-Five" 59 "N" "400" 0 0 4 -2.19722457733622
"1765" "P1545yo" "Different" "A" "Four-Five" 59 "N" "500" 0 0 4 -2.19722457733622
"1766" "P1545yo" "Different" "A" "Four-Five" 59 "N" "600" 0.25 1 4 -0.847297860387204
"1767" "P1545yo" "Different" "A" "Four-Five" 59 "N" "700" 0.75 3 4 0.847297860387204
"1768" "P1545yo" "Different" "A" "Four-Five" 59 "N" "800" 0.75 3 4 0.847297860387204
"1769" "P1545yo" "Different" "A" "Four-Five" 59 "N" "900" 1 4 4 2.19722457733622
"1770" "P1545yo" "Different" "A" "Four-Five" 59 "N" "1000" 1 4 4 2.19722457733622
"1771" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "100" 0.5 2 4 0
"1772" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "200" 0.5 2 4 0
"1773" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "300" 0 0 4 -2.19722457733622
"1774" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "400" 0 0 4 -2.19722457733622
"1775" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "500" 0 0 4 -2.19722457733622
"1776" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "600" 0.25 1 4 -0.847297860387204
"1777" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "700" 0.5 2 4 0
"1778" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "800" 0.75 3 4 0.847297860387204
"1779" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "900" 0.75 3 4 0.847297860387204
"1780" "P1545yo" "Different" "A" "Four-Five" 59 "Y" "1000" 1 4 4 2.19722457733622
"1781" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "100" 0.6 3 5 0.336472236621213
"1782" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "200" 0.6 3 5 0.336472236621213
"1783" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "300" 0.4 2 5 -0.336472236621213
"1784" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "400" 0.6 3 5 0.336472236621213
"1785" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "500" 0.6 3 5 0.336472236621213
"1786" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "600" 0.8 4 5 1.09861228866811
"1787" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "700" 1 5 5 2.39789527279837
"1788" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "800" 0.8 4 5 1.09861228866811
"1789" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "900" 1 5 5 2.39789527279837
"1790" "P1545yo" "Different" "AN" "Four-Five" 59 "N" "1000" 0.8 4 5 1.09861228866811
"1791" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "100" 0.4 2 5 -0.336472236621213
"1792" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "200" 0.6 3 5 0.336472236621213
"1793" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "300" 0.6 3 5 0.336472236621213
"1794" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "400" 0.6 3 5 0.336472236621213
"1795" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "500" 0.8 4 5 1.09861228866811
"1796" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "600" 1 5 5 2.39789527279837
"1797" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "700" 0.6 3 5 0.336472236621213
"1798" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "800" 0.8 4 5 1.09861228866811
"1799" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "900" 0.6 3 5 0.336472236621213
"1800" "P1545yo" "Different" "AN" "Four-Five" 59 "Y" "1000" 1 5 5 2.39789527279837
"1801" "P1545yo" "Same" "A" "Four-Five" 59 "N" "100" 0.5 2 4 0
"1802" "P1545yo" "Same" "A" "Four-Five" 59 "N" "200" 0.5 2 4 0
"1803" "P1545yo" "Same" "A" "Four-Five" 59 "N" "300" 0.75 3 4 0.847297860387204
"1804" "P1545yo" "Same" "A" "Four-Five" 59 "N" "400" 0.5 2 4 0
"1805" "P1545yo" "Same" "A" "Four-Five" 59 "N" "500" 0.5 2 4 0
"1806" "P1545yo" "Same" "A" "Four-Five" 59 "N" "600" 0.5 2 4 0
"1807" "P1545yo" "Same" "A" "Four-Five" 59 "N" "700" 1 4 4 2.19722457733622
"1808" "P1545yo" "Same" "A" "Four-Five" 59 "N" "800" 1 4 4 2.19722457733622
"1809" "P1545yo" "Same" "A" "Four-Five" 59 "N" "900" 1 4 4 2.19722457733622
"1810" "P1545yo" "Same" "A" "Four-Five" 59 "N" "1000" 0.5 2 4 0
"1811" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "100" 0.6 3 5 0.336472236621213
"1812" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "200" 0.6 3 5 0.336472236621213
"1813" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "300" 0.8 4 5 1.09861228866811
"1814" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "400" 0.6 3 5 0.336472236621213
"1815" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "500" 0.6 3 5 0.336472236621213
"1816" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "600" 0.6 3 5 0.336472236621213
"1817" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "700" 0.8 4 5 1.09861228866811
"1818" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "800" 0.8 4 5 1.09861228866811
"1819" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "900" 0.8 4 5 1.09861228866811
"1820" "P1545yo" "Same" "A" "Four-Five" 59 "Y" "1000" 0.8 4 5 1.09861228866811
"1821" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "100" 0.25 1 4 -0.847297860387204
"1822" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "200" 0.25 1 4 -0.847297860387204
"1823" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "300" 0.25 1 4 -0.847297860387204
"1824" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "400" 0.25 1 4 -0.847297860387204
"1825" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "500" 0.25 1 4 -0.847297860387204
"1826" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "600" 0.75 3 4 0.847297860387204
"1827" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "700" 0.75 3 4 0.847297860387204
"1828" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "800" 0.75 3 4 0.847297860387204
"1829" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "900" 0.75 3 4 0.847297860387204
"1830" "P1545yo" "Same" "AN" "Four-Five" 59 "N" "1000" 1 4 4 2.19722457733622
"1831" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "100" 0.2 1 5 -1.09861228866811
"1832" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "200" 0.4 2 5 -0.336472236621213
"1833" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "300" 0.4 2 5 -0.336472236621213
"1834" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "400" 0.2 1 5 -1.09861228866811
"1835" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "500" 0.4 2 5 -0.336472236621213
"1836" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "600" 0.4 2 5 -0.336472236621213
"1837" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "700" 0.8 4 5 1.09861228866811
"1838" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "800" 0.8 4 5 1.09861228866811
"1839" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "900" 1 5 5 2.39789527279837
"1840" "P1545yo" "Same" "AN" "Four-Five" 59 "Y" "1000" 0.8 4 5 1.09861228866811
"1841" "P163yo" "Different" "A" "Three" 43 "N" "100" 0.4 2 5 -0.336472236621213
"1842" "P163yo" "Different" "A" "Three" 43 "N" "200" 0.4 2 5 -0.336472236621213
"1843" "P163yo" "Different" "A" "Three" 43 "N" "300" 0.2 1 5 -1.09861228866811
"1844" "P163yo" "Different" "A" "Three" 43 "N" "400" 0.2 1 5 -1.09861228866811
"1845" "P163yo" "Different" "A" "Three" 43 "N" "500" 0.2 1 5 -1.09861228866811
"1846" "P163yo" "Different" "A" "Three" 43 "N" "600" 0.2 1 5 -1.09861228866811
"1847" "P163yo" "Different" "A" "Three" 43 "N" "700" 0.4 2 5 -0.336472236621213
