"Participant" "Onset" "Determiner" "Agecat" "Age" "OldNew" "variable" "TARGETFIXBIN.m" "yT" "N_T" "elogT"
"5343" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "300" 0.6 3 5 0.336472236621213
"5344" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "400" 0.6 3 5 0.336472236621213
"5345" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "500" 0.8 4 5 1.09861228866811
"5346" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "600" 0.8 4 5 1.09861228866811
"5347" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "700" 0.8 4 5 1.09861228866811
"5348" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "800" 0.8 4 5 1.09861228866811
"5349" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "900" 0.6 3 5 0.336472236621213
"5350" "P4045yo" "Same" "AN" "Four-Five" 55 "N" "1000" 0.8 4 5 1.09861228866811
"5351" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "100" 0.4 2 5 -0.336472236621213
"5352" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "200" 0.4 2 5 -0.336472236621213
"5353" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "300" 0.6 3 5 0.336472236621213
"5354" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "400" 0.8 4 5 1.09861228866811
"5355" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "500" 0.8 4 5 1.09861228866811
"5356" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "600" 0.6 3 5 0.336472236621213
"5357" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "700" 0.6 3 5 0.336472236621213
"5358" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "800" 0.8 4 5 1.09861228866811
"5359" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "900" 1 5 5 2.39789527279837
"5360" "P4045yo" "Same" "AN" "Four-Five" 55 "Y" "1000" 1 5 5 2.39789527279837
"5361" "P413yo" "Different" "A" "Three" 46 "N" "100" 0.2 1 5 -1.09861228866811
"5362" "P413yo" "Different" "A" "Three" 46 "N" "200" 0.2 1 5 -1.09861228866811
"5363" "P413yo" "Different" "A" "Three" 46 "N" "300" 0.2 1 5 -1.09861228866811
"5364" "P413yo" "Different" "A" "Three" 46 "N" "400" 0.2 1 5 -1.09861228866811
"5365" "P413yo" "Different" "A" "Three" 46 "N" "500" 0.2 1 5 -1.09861228866811
"5366" "P413yo" "Different" "A" "Three" 46 "N" "600" 0.2 1 5 -1.09861228866811
"5367" "P413yo" "Different" "A" "Three" 46 "N" "700" 0.6 3 5 0.336472236621213
"5368" "P413yo" "Different" "A" "Three" 46 "N" "800" 0.6 3 5 0.336472236621213
"5369" "P413yo" "Different" "A" "Three" 46 "N" "900" 0.6 3 5 0.336472236621213
"5370" "P413yo" "Different" "A" "Three" 46 "N" "1000" 0.8 4 5 1.09861228866811
"5371" "P413yo" "Different" "A" "Three" 46 "Y" "100" 0.75 3 4 0.847297860387204
"5372" "P413yo" "Different" "A" "Three" 46 "Y" "200" 0.75 3 4 0.847297860387204
"5373" "P413yo" "Different" "A" "Three" 46 "Y" "300" 0.75 3 4 0.847297860387204
"5374" "P413yo" "Different" "A" "Three" 46 "Y" "400" 0.75 3 4 0.847297860387204
"5375" "P413yo" "Different" "A" "Three" 46 "Y" "500" 0.75 3 4 0.847297860387204
"5376" "P413yo" "Different" "A" "Three" 46 "Y" "600" 0.5 2 4 0
"5377" "P413yo" "Different" "A" "Three" 46 "Y" "700" 0.5 2 4 0
"5378" "P413yo" "Different" "A" "Three" 46 "Y" "800" 0.25 1 4 -0.847297860387204
"5379" "P413yo" "Different" "A" "Three" 46 "Y" "900" 0.5 2 4 0
"5380" "P413yo" "Different" "A" "Three" 46 "Y" "1000" 0.5 2 4 0
"5381" "P413yo" "Different" "AN" "Three" 46 "N" "100" 0.6 3 5 0.336472236621213
"5382" "P413yo" "Different" "AN" "Three" 46 "N" "200" 0.6 3 5 0.336472236621213
"5383" "P413yo" "Different" "AN" "Three" 46 "N" "300" 0.6 3 5 0.336472236621213
"5384" "P413yo" "Different" "AN" "Three" 46 "N" "400" 0.6 3 5 0.336472236621213
"5385" "P413yo" "Different" "AN" "Three" 46 "N" "500" 0.6 3 5 0.336472236621213
"5386" "P413yo" "Different" "AN" "Three" 46 "N" "600" 0.6 3 5 0.336472236621213
"5387" "P413yo" "Different" "AN" "Three" 46 "N" "700" 1 5 5 2.39789527279837
"5388" "P413yo" "Different" "AN" "Three" 46 "N" "800" 1 5 5 2.39789527279837
"5389" "P413yo" "Different" "AN" "Three" 46 "N" "900" 1 5 5 2.39789527279837
"5390" "P413yo" "Different" "AN" "Three" 46 "N" "1000" 0.8 4 5 1.09861228866811
"5391" "P413yo" "Different" "AN" "Three" 46 "Y" "100" 0.5 2 4 0
"5392" "P413yo" "Different" "AN" "Three" 46 "Y" "200" 0.5 2 4 0
"5393" "P413yo" "Different" "AN" "Three" 46 "Y" "300" 0.5 2 4 0
"5394" "P413yo" "Different" "AN" "Three" 46 "Y" "400" 0.5 2 4 0
"5395" "P413yo" "Different" "AN" "Three" 46 "Y" "500" 0.5 2 4 0
"5396" "P413yo" "Different" "AN" "Three" 46 "Y" "600" 0.5 2 4 0
"5397" "P413yo" "Different" "AN" "Three" 46 "Y" "700" 0.5 2 4 0
"5398" "P413yo" "Different" "AN" "Three" 46 "Y" "800" 1 4 4 2.19722457733622
"5399" "P413yo" "Different" "AN" "Three" 46 "Y" "900" 1 4 4 2.19722457733622
"5400" "P413yo" "Different" "AN" "Three" 46 "Y" "1000" 0.75 3 4 0.847297860387204
"5401" "P413yo" "Same" "A" "Three" 46 "N" "100" 0 0 5 -2.39789527279837
"5402" "P413yo" "Same" "A" "Three" 46 "N" "200" 0 0 5 -2.39789527279837
"5403" "P413yo" "Same" "A" "Three" 46 "N" "300" 0 0 5 -2.39789527279837
"5404" "P413yo" "Same" "A" "Three" 46 "N" "400" 0 0 5 -2.39789527279837
"5405" "P413yo" "Same" "A" "Three" 46 "N" "500" 0.2 1 5 -1.09861228866811
"5406" "P413yo" "Same" "A" "Three" 46 "N" "600" 0.2 1 5 -1.09861228866811
"5407" "P413yo" "Same" "A" "Three" 46 "N" "700" 0.4 2 5 -0.336472236621213
"5408" "P413yo" "Same" "A" "Three" 46 "N" "800" 0.8 4 5 1.09861228866811
"5409" "P413yo" "Same" "A" "Three" 46 "N" "900" 0.8 4 5 1.09861228866811
"5410" "P413yo" "Same" "A" "Three" 46 "N" "1000" 0.8 4 5 1.09861228866811
"5411" "P413yo" "Same" "A" "Three" 46 "Y" "100" 0.666666666666667 2 3 0.510825623765991
"5412" "P413yo" "Same" "A" "Three" 46 "Y" "200" 0.666666666666667 2 3 0.510825623765991
"5413" "P413yo" "Same" "A" "Three" 46 "Y" "300" 0.666666666666667 2 3 0.510825623765991
"5414" "P413yo" "Same" "A" "Three" 46 "Y" "400" 0.666666666666667 2 3 0.510825623765991
"5415" "P413yo" "Same" "A" "Three" 46 "Y" "500" 0.666666666666667 2 3 0.510825623765991
"5416" "P413yo" "Same" "A" "Three" 46 "Y" "600" 0.666666666666667 2 3 0.510825623765991
"5417" "P413yo" "Same" "A" "Three" 46 "Y" "700" 1 3 3 1.94591014905531
"5418" "P413yo" "Same" "A" "Three" 46 "Y" "800" 1 3 3 1.94591014905531
"5419" "P413yo" "Same" "A" "Three" 46 "Y" "900" 1 3 3 1.94591014905531
"5420" "P413yo" "Same" "A" "Three" 46 "Y" "1000" 1 3 3 1.94591014905531
"5421" "P413yo" "Same" "AN" "Three" 46 "N" "100" 0.4 2 5 -0.336472236621213
"5422" "P413yo" "Same" "AN" "Three" 46 "N" "200" 0.4 2 5 -0.336472236621213
"5423" "P413yo" "Same" "AN" "Three" 46 "N" "300" 0.2 1 5 -1.09861228866811
"5424" "P413yo" "Same" "AN" "Three" 46 "N" "400" 0.2 1 5 -1.09861228866811
"5425" "P413yo" "Same" "AN" "Three" 46 "N" "500" 0.2 1 5 -1.09861228866811
"5426" "P413yo" "Same" "AN" "Three" 46 "N" "600" 0.4 2 5 -0.336472236621213
"5427" "P413yo" "Same" "AN" "Three" 46 "N" "700" 0.4 2 5 -0.336472236621213
"5428" "P413yo" "Same" "AN" "Three" 46 "N" "800" 0.4 2 5 -0.336472236621213
"5429" "P413yo" "Same" "AN" "Three" 46 "N" "900" 0.4 2 5 -0.336472236621213
"5430" "P413yo" "Same" "AN" "Three" 46 "N" "1000" 0.8 4 5 1.09861228866811
"5431" "P413yo" "Same" "AN" "Three" 46 "Y" "100" 0.2 1 5 -1.09861228866811
"5432" "P413yo" "Same" "AN" "Three" 46 "Y" "200" 0.2 1 5 -1.09861228866811
"5433" "P413yo" "Same" "AN" "Three" 46 "Y" "300" 0 0 5 -2.39789527279837
"5434" "P413yo" "Same" "AN" "Three" 46 "Y" "400" 0 0 5 -2.39789527279837
"5435" "P413yo" "Same" "AN" "Three" 46 "Y" "500" 0 0 5 -2.39789527279837
"5436" "P413yo" "Same" "AN" "Three" 46 "Y" "600" 0.2 1 5 -1.09861228866811
"5437" "P413yo" "Same" "AN" "Three" 46 "Y" "700" 0.2 1 5 -1.09861228866811
"5438" "P413yo" "Same" "AN" "Three" 46 "Y" "800" 0.4 2 5 -0.336472236621213
"5439" "P413yo" "Same" "AN" "Three" 46 "Y" "900" 0.6 3 5 0.336472236621213
"5440" "P413yo" "Same" "AN" "Three" 46 "Y" "1000" 0.4 2 5 -0.336472236621213
"5441" "P4145yo" "Different" "A" "Four-Five" 59 "N" "100" 0.2 1 5 -1.09861228866811
"5442" "P4145yo" "Different" "A" "Four-Five" 59 "N" "200" 0.2 1 5 -1.09861228866811
"5443" "P4145yo" "Different" "A" "Four-Five" 59 "N" "300" 0.2 1 5 -1.09861228866811
"5444" "P4145yo" "Different" "A" "Four-Five" 59 "N" "400" 0.2 1 5 -1.09861228866811
"5445" "P4145yo" "Different" "A" "Four-Five" 59 "N" "500" 0.2 1 5 -1.09861228866811
"5446" "P4145yo" "Different" "A" "Four-Five" 59 "N" "600" 0.2 1 5 -1.09861228866811
"5447" "P4145yo" "Different" "A" "Four-Five" 59 "N" "700" 0.6 3 5 0.336472236621213
"5448" "P4145yo" "Different" "A" "Four-Five" 59 "N" "800" 0.6 3 5 0.336472236621213
"5449" "P4145yo" "Different" "A" "Four-Five" 59 "N" "900" 0.6 3 5 0.336472236621213
"5450" "P4145yo" "Different" "A" "Four-Five" 59 "N" "1000" 0.8 4 5 1.09861228866811
"5451" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "100" 0.5 2 4 0
"5452" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "200" 0.5 2 4 0
"5453" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "300" 0.5 2 4 0
"5454" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "400" 0.5 2 4 0
"5455" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "500" 0.25 1 4 -0.847297860387204
"5456" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "600" 0 0 4 -2.19722457733622
"5457" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "700" 0.25 1 4 -0.847297860387204
"5458" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "800" 0.25 1 4 -0.847297860387204
"5459" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "900" 0.25 1 4 -0.847297860387204
"5460" "P4145yo" "Different" "A" "Four-Five" 59 "Y" "1000" 0.25 1 4 -0.847297860387204
"5461" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "100" 0.5 2 4 0
"5462" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "200" 1 4 4 2.19722457733622
"5463" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "300" 1 4 4 2.19722457733622
"5464" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "400" 1 4 4 2.19722457733622
"5465" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "500" 1 4 4 2.19722457733622
"5466" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "600" 1 4 4 2.19722457733622
"5467" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "700" 1 4 4 2.19722457733622
"5468" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "800" 1 4 4 2.19722457733622
"5469" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "900" 1 4 4 2.19722457733622
"5470" "P4145yo" "Different" "AN" "Four-Five" 59 "N" "1000" 1 4 4 2.19722457733622
"5471" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "100" 0.6 3 5 0.336472236621213
"5472" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "200" 0.6 3 5 0.336472236621213
"5473" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "300" 0.6 3 5 0.336472236621213
"5474" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "400" 0.6 3 5 0.336472236621213
"5475" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "500" 0.8 4 5 1.09861228866811
"5476" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "600" 0.8 4 5 1.09861228866811
"5477" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "700" 0.8 4 5 1.09861228866811
"5478" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "800" 0.8 4 5 1.09861228866811
"5479" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "900" 0.8 4 5 1.09861228866811
"5480" "P4145yo" "Different" "AN" "Four-Five" 59 "Y" "1000" 0.8 4 5 1.09861228866811
"5481" "P4145yo" "Same" "A" "Four-Five" 59 "N" "100" 0.2 1 5 -1.09861228866811
"5482" "P4145yo" "Same" "A" "Four-Five" 59 "N" "200" 0.2 1 5 -1.09861228866811
"5483" "P4145yo" "Same" "A" "Four-Five" 59 "N" "300" 0.2 1 5 -1.09861228866811
"5484" "P4145yo" "Same" "A" "Four-Five" 59 "N" "400" 0.2 1 5 -1.09861228866811
"5485" "P4145yo" "Same" "A" "Four-Five" 59 "N" "500" 0.2 1 5 -1.09861228866811
"5486" "P4145yo" "Same" "A" "Four-Five" 59 "N" "600" 0.2 1 5 -1.09861228866811
"5487" "P4145yo" "Same" "A" "Four-Five" 59 "N" "700" 0.2 1 5 -1.09861228866811
"5488" "P4145yo" "Same" "A" "Four-Five" 59 "N" "800" 0.6 3 5 0.336472236621213
"5489" "P4145yo" "Same" "A" "Four-Five" 59 "N" "900" 0.8 4 5 1.09861228866811
"5490" "P4145yo" "Same" "A" "Four-Five" 59 "N" "1000" 1 5 5 2.39789527279837
"5491" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "100" 0.4 2 5 -0.336472236621213
"5492" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "200" 0.6 3 5 0.336472236621213
"5493" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "300" 0.8 4 5 1.09861228866811
"5494" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "400" 0.8 4 5 1.09861228866811
"5495" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "500" 0.8 4 5 1.09861228866811
"5496" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "600" 0.8 4 5 1.09861228866811
"5497" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "700" 0.8 4 5 1.09861228866811
"5498" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "800" 0.8 4 5 1.09861228866811
"5499" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "900" 0.8 4 5 1.09861228866811
"5500" "P4145yo" "Same" "A" "Four-Five" 59 "Y" "1000" 0.6 3 5 0.336472236621213
"5501" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "100" 0.25 1 4 -0.847297860387204
"5502" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "200" 0.5 2 4 0
"5503" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "300" 0.5 2 4 0
"5504" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "400" 0.5 2 4 0
"5505" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "500" 0.5 2 4 0
"5506" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "600" 0.25 1 4 -0.847297860387204
"5507" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "700" 0.5 2 4 0
"5508" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "800" 1 4 4 2.19722457733622
"5509" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "900" 1 4 4 2.19722457733622
"5510" "P4145yo" "Same" "AN" "Four-Five" 59 "N" "1000" 1 4 4 2.19722457733622
"5511" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "100" 1 3 3 1.94591014905531
"5512" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "200" 1 3 3 1.94591014905531
"5513" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "300" 1 3 3 1.94591014905531
"5514" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "400" 1 3 3 1.94591014905531
"5515" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "500" 1 3 3 1.94591014905531
"5516" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "600" 1 3 3 1.94591014905531
"5517" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "700" 1 3 3 1.94591014905531
"5518" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "800" 1 3 3 1.94591014905531
"5519" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "900" 1 3 3 1.94591014905531
"5520" "P4145yo" "Same" "AN" "Four-Five" 59 "Y" "1000" 1 3 3 1.94591014905531
"5521" "P423yo" "Different" "A" "Three" 45 "N" "100" 0.4 2 5 -0.336472236621213
"5522" "P423yo" "Different" "A" "Three" 45 "N" "200" 0.4 2 5 -0.336472236621213
"5523" "P423yo" "Different" "A" "Three" 45 "N" "300" 0.6 3 5 0.336472236621213
"5524" "P423yo" "Different" "A" "Three" 45 "N" "400" 0.4 2 5 -0.336472236621213
"5525" "P423yo" "Different" "A" "Three" 45 "N" "500" 0.4 2 5 -0.336472236621213
"5526" "P423yo" "Different" "A" "Three" 45 "N" "600" 0.4 2 5 -0.336472236621213
"5527" "P423yo" "Different" "A" "Three" 45 "N" "700" 0.4 2 5 -0.336472236621213
"5528" "P423yo" "Different" "A" "Three" 45 "N" "800" 0.4 2 5 -0.336472236621213
"5529" "P423yo" "Different" "A" "Three" 45 "N" "900" 0.6 3 5 0.336472236621213
"5530" "P423yo" "Different" "A" "Three" 45 "N" "1000" 0.8 4 5 1.09861228866811
"5531" "P423yo" "Different" "A" "Three" 45 "Y" "100" 0.333333333333333 1 3 -0.510825623765991
"5532" "P423yo" "Different" "A" "Three" 45 "Y" "200" 1 3 3 1.94591014905531
"5533" "P423yo" "Different" "A" "Three" 45 "Y" "300" 1 3 3 1.94591014905531
"5534" "P423yo" "Different" "A" "Three" 45 "Y" "400" 1 3 3 1.94591014905531
"5535" "P423yo" "Different" "A" "Three" 45 "Y" "500" 1 3 3 1.94591014905531
"5536" "P423yo" "Different" "A" "Three" 45 "Y" "600" 1 3 3 1.94591014905531
"5537" "P423yo" "Different" "A" "Three" 45 "Y" "700" 1 3 3 1.94591014905531
"5538" "P423yo" "Different" "A" "Three" 45 "Y" "800" 1 3 3 1.94591014905531
"5539" "P423yo" "Different" "A" "Three" 45 "Y" "900" 1 3 3 1.94591014905531
"5540" "P423yo" "Different" "A" "Three" 45 "Y" "1000" 1 3 3 1.94591014905531
"5541" "P423yo" "Different" "AN" "Three" 45 "N" "100" 0.2 1 5 -1.09861228866811
"5542" "P423yo" "Different" "AN" "Three" 45 "N" "200" 0.2 1 5 -1.09861228866811
"5543" "P423yo" "Different" "AN" "Three" 45 "N" "300" 0 0 5 -2.39789527279837
"5544" "P423yo" "Different" "AN" "Three" 45 "N" "400" 0.2 1 5 -1.09861228866811
"5545" "P423yo" "Different" "AN" "Three" 45 "N" "500" 0.4 2 5 -0.336472236621213
"5546" "P423yo" "Different" "AN" "Three" 45 "N" "600" 0.4 2 5 -0.336472236621213
"5547" "P423yo" "Different" "AN" "Three" 45 "N" "700" 0.6 3 5 0.336472236621213
"5548" "P423yo" "Different" "AN" "Three" 45 "N" "800" 1 5 5 2.39789527279837
"5549" "P423yo" "Different" "AN" "Three" 45 "N" "900" 1 5 5 2.39789527279837
"5550" "P423yo" "Different" "AN" "Three" 45 "N" "1000" 1 5 5 2.39789527279837
"5551" "P423yo" "Different" "AN" "Three" 45 "Y" "100" 0.666666666666667 2 3 0.510825623765991
"5552" "P423yo" "Different" "AN" "Three" 45 "Y" "200" 0.666666666666667 2 3 0.510825623765991
"5553" "P423yo" "Different" "AN" "Three" 45 "Y" "300" 0.333333333333333 1 3 -0.510825623765991
"5554" "P423yo" "Different" "AN" "Three" 45 "Y" "400" 0.333333333333333 1 3 -0.510825623765991
"5555" "P423yo" "Different" "AN" "Three" 45 "Y" "500" 0.333333333333333 1 3 -0.510825623765991
"5556" "P423yo" "Different" "AN" "Three" 45 "Y" "600" 0.333333333333333 1 3 -0.510825623765991
"5557" "P423yo" "Different" "AN" "Three" 45 "Y" "700" 0.333333333333333 1 3 -0.510825623765991
"5558" "P423yo" "Different" "AN" "Three" 45 "Y" "800" 0.333333333333333 1 3 -0.510825623765991
"5559" "P423yo" "Different" "AN" "Three" 45 "Y" "900" 0.666666666666667 2 3 0.510825623765991
"5560" "P423yo" "Different" "AN" "Three" 45 "Y" "1000" 1 3 3 1.94591014905531
"5561" "P423yo" "Same" "A" "Three" 45 "N" "100" 0.8 4 5 1.09861228866811
"5562" "P423yo" "Same" "A" "Three" 45 "N" "200" 0.8 4 5 1.09861228866811
"5563" "P423yo" "Same" "A" "Three" 45 "N" "300" 0.8 4 5 1.09861228866811
"5564" "P423yo" "Same" "A" "Three" 45 "N" "400" 0.8 4 5 1.09861228866811
"5565" "P423yo" "Same" "A" "Three" 45 "N" "500" 0.8 4 5 1.09861228866811
"5566" "P423yo" "Same" "A" "Three" 45 "N" "600" 0.6 3 5 0.336472236621213
"5567" "P423yo" "Same" "A" "Three" 45 "N" "700" 1 5 5 2.39789527279837
"5568" "P423yo" "Same" "A" "Three" 45 "N" "800" 1 5 5 2.39789527279837
"5569" "P423yo" "Same" "A" "Three" 45 "N" "900" 1 5 5 2.39789527279837
"5570" "P423yo" "Same" "A" "Three" 45 "N" "1000" 1 5 5 2.39789527279837
"5571" "P423yo" "Same" "A" "Three" 45 "Y" "100" 0.666666666666667 2 3 0.510825623765991
"5572" "P423yo" "Same" "A" "Three" 45 "Y" "200" 0.666666666666667 2 3 0.510825623765991
"5573" "P423yo" "Same" "A" "Three" 45 "Y" "300" 1 3 3 1.94591014905531
"5574" "P423yo" "Same" "A" "Three" 45 "Y" "400" 1 3 3 1.94591014905531
"5575" "P423yo" "Same" "A" "Three" 45 "Y" "500" 1 3 3 1.94591014905531
"5576" "P423yo" "Same" "A" "Three" 45 "Y" "600" 1 3 3 1.94591014905531
"5577" "P423yo" "Same" "A" "Three" 45 "Y" "700" 1 3 3 1.94591014905531
"5578" "P423yo" "Same" "A" "Three" 45 "Y" "800" 1 3 3 1.94591014905531
"5579" "P423yo" "Same" "A" "Three" 45 "Y" "900" 1 3 3 1.94591014905531
"5580" "P423yo" "Same" "A" "Three" 45 "Y" "1000" 1 3 3 1.94591014905531
"5581" "P423yo" "Same" "AN" "Three" 45 "N" "100" 0.4 2 5 -0.336472236621213
"5582" "P423yo" "Same" "AN" "Three" 45 "N" "200" 0.4 2 5 -0.336472236621213
"5583" "P423yo" "Same" "AN" "Three" 45 "N" "300" 0.6 3 5 0.336472236621213
"5584" "P423yo" "Same" "AN" "Three" 45 "N" "400" 0.6 3 5 0.336472236621213
"5585" "P423yo" "Same" "AN" "Three" 45 "N" "500" 0.6 3 5 0.336472236621213
"5586" "P423yo" "Same" "AN" "Three" 45 "N" "600" 0.6 3 5 0.336472236621213
"5587" "P423yo" "Same" "AN" "Three" 45 "N" "700" 0.6 3 5 0.336472236621213
"5588" "P423yo" "Same" "AN" "Three" 45 "N" "800" 0.8 4 5 1.09861228866811
"5589" "P423yo" "Same" "AN" "Three" 45 "N" "900" 0.8 4 5 1.09861228866811
"5590" "P423yo" "Same" "AN" "Three" 45 "N" "1000" 1 5 5 2.39789527279837
"5591" "P423yo" "Same" "AN" "Three" 45 "Y" "100" 0.4 2 5 -0.336472236621213
"5592" "P423yo" "Same" "AN" "Three" 45 "Y" "200" 0.4 2 5 -0.336472236621213
"5593" "P423yo" "Same" "AN" "Three" 45 "Y" "300" 0.4 2 5 -0.336472236621213
"5594" "P423yo" "Same" "AN" "Three" 45 "Y" "400" 0.4 2 5 -0.336472236621213
"5595" "P423yo" "Same" "AN" "Three" 45 "Y" "500" 0.4 2 5 -0.336472236621213
"5596" "P423yo" "Same" "AN" "Three" 45 "Y" "600" 0.4 2 5 -0.336472236621213
"5597" "P423yo" "Same" "AN" "Three" 45 "Y" "700" 0.6 3 5 0.336472236621213
"5598" "P423yo" "Same" "AN" "Three" 45 "Y" "800" 0.6 3 5 0.336472236621213
"5599" "P423yo" "Same" "AN" "Three" 45 "Y" "900" 0.6 3 5 0.336472236621213
"5600" "P423yo" "Same" "AN" "Three" 45 "Y" "1000" 0.6 3 5 0.336472236621213
"5601" "P4245yo" "Different" "A" "Four-Five" 57 "N" "100" 0.2 1 5 -1.09861228866811
"5602" "P4245yo" "Different" "A" "Four-Five" 57 "N" "200" 0.2 1 5 -1.09861228866811
"5603" "P4245yo" "Different" "A" "Four-Five" 57 "N" "300" 0.6 3 5 0.336472236621213
"5604" "P4245yo" "Different" "A" "Four-Five" 57 "N" "400" 0.6 3 5 0.336472236621213
"5605" "P4245yo" "Different" "A" "Four-Five" 57 "N" "500" 0.4 2 5 -0.336472236621213
"5606" "P4245yo" "Different" "A" "Four-Five" 57 "N" "600" 0.4 2 5 -0.336472236621213
"5607" "P4245yo" "Different" "A" "Four-Five" 57 "N" "700" 0.8 4 5 1.09861228866811
"5608" "P4245yo" "Different" "A" "Four-Five" 57 "N" "800" 0.8 4 5 1.09861228866811
"5609" "P4245yo" "Different" "A" "Four-Five" 57 "N" "900" 0.6 3 5 0.336472236621213
"5610" "P4245yo" "Different" "A" "Four-Five" 57 "N" "1000" 0.6 3 5 0.336472236621213
"5611" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "100" 0.666666666666667 2 3 0.510825623765991
"5612" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "200" 0.666666666666667 2 3 0.510825623765991
"5613" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "300" 0.666666666666667 2 3 0.510825623765991
"5614" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "400" 0.333333333333333 1 3 -0.510825623765991
"5615" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "500" 0.333333333333333 1 3 -0.510825623765991
"5616" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "600" 0.333333333333333 1 3 -0.510825623765991
"5617" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "700" 0.333333333333333 1 3 -0.510825623765991
"5618" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "800" 0.333333333333333 1 3 -0.510825623765991
"5619" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "900" 0.666666666666667 2 3 0.510825623765991
"5620" "P4245yo" "Different" "A" "Four-Five" 57 "Y" "1000" 0.666666666666667 2 3 0.510825623765991
"5621" "P4245yo" "Different" "AN" "Four-Five" 57 "N" "100" 0 0 5 -2.39789527279837
"5622" "P4245yo" "Different" "AN" "Four-Five" 57 "N" "200" 0.2 1 5 -1.09861228866811
