"ItemN" "Onset" "Determiner" "Agecat" "OldNew" "variable" "TARGETFIXBIN.m" "yT" "N_T" "elogT"
"302" 4 "Same" "A" "Three" "N" "200" 0.333333333333333 6 18 -0.653926467406664
"303" 4 "Same" "A" "Three" "N" "300" 0.444444444444444 8 18 -0.211309093667207
"304" 4 "Same" "A" "Three" "N" "400" 0.333333333333333 6 18 -0.653926467406664
"305" 4 "Same" "A" "Three" "N" "500" 0.333333333333333 6 18 -0.653926467406664
"306" 4 "Same" "A" "Three" "N" "600" 0.388888888888889 7 18 -0.42744401482694
"307" 4 "Same" "A" "Three" "N" "700" 0.5 9 18 0
"308" 4 "Same" "A" "Three" "N" "800" 0.555555555555556 10 18 0.211309093667207
"309" 4 "Same" "A" "Three" "N" "900" 0.666666666666667 12 18 0.653926467406664
"310" 4 "Same" "A" "Three" "N" "1000" 0.666666666666667 12 18 0.653926467406664
"311" 4 "Same" "A" "Three" "Y" "100" 0.384615384615385 5 13 -0.435318071257845
"312" 4 "Same" "A" "Three" "Y" "200" 0.384615384615385 5 13 -0.435318071257845
"313" 4 "Same" "A" "Three" "Y" "300" 0.461538461538462 6 13 -0.143100843640673
"314" 4 "Same" "A" "Three" "Y" "400" 0.461538461538462 6 13 -0.143100843640673
"315" 4 "Same" "A" "Three" "Y" "500" 0.538461538461538 7 13 0.143100843640673
"316" 4 "Same" "A" "Three" "Y" "600" 0.538461538461538 7 13 0.143100843640673
"317" 4 "Same" "A" "Three" "Y" "700" 0.846153846153846 11 13 1.52605630349505
"318" 4 "Same" "A" "Three" "Y" "800" 0.769230769230769 10 13 1.09861228866811
"319" 4 "Same" "A" "Three" "Y" "900" 0.769230769230769 10 13 1.09861228866811
"320" 4 "Same" "A" "Three" "Y" "1000" 0.769230769230769 10 13 1.09861228866811
"321" 5 "Different" "AN" "Four-Five" "N" "100" 0.444444444444444 8 18 -0.211309093667207
"322" 5 "Different" "AN" "Four-Five" "N" "200" 0.611111111111111 11 18 0.42744401482694
"323" 5 "Different" "AN" "Four-Five" "N" "300" 0.555555555555556 10 18 0.211309093667207
"324" 5 "Different" "AN" "Four-Five" "N" "400" 0.611111111111111 11 18 0.42744401482694
"325" 5 "Different" "AN" "Four-Five" "N" "500" 0.666666666666667 12 18 0.653926467406664
"326" 5 "Different" "AN" "Four-Five" "N" "600" 0.833333333333333 15 18 1.48807705542983
"327" 5 "Different" "AN" "Four-Five" "N" "700" 0.888888888888889 16 18 1.88706964903238
"328" 5 "Different" "AN" "Four-Five" "N" "800" 0.944444444444444 17 18 2.4567357728213
"329" 5 "Different" "AN" "Four-Five" "N" "900" 0.944444444444444 17 18 2.4567357728213
"330" 5 "Different" "AN" "Four-Five" "N" "1000" 0.888888888888889 16 18 1.88706964903238
"331" 5 "Different" "AN" "Four-Five" "Y" "100" 0.6 12 20 0.385662480811985
"332" 5 "Different" "AN" "Four-Five" "Y" "200" 0.65 13 20 0.587786664902119
"333" 5 "Different" "AN" "Four-Five" "Y" "300" 0.65 13 20 0.587786664902119
"334" 5 "Different" "AN" "Four-Five" "Y" "400" 0.7 14 20 0.802346472524937
"335" 5 "Different" "AN" "Four-Five" "Y" "500" 0.85 17 20 1.6094379124341
"336" 5 "Different" "AN" "Four-Five" "Y" "600" 0.85 17 20 1.6094379124341
"337" 5 "Different" "AN" "Four-Five" "Y" "700" 0.95 19 20 2.56494935746154
"338" 5 "Different" "AN" "Four-Five" "Y" "800" 0.9 18 20 2.00148000021012
"339" 5 "Different" "AN" "Four-Five" "Y" "900" 0.95 19 20 2.56494935746154
"340" 5 "Different" "AN" "Four-Five" "Y" "1000" 0.95 19 20 2.56494935746154
"341" 5 "Different" "AN" "Three" "N" "100" 0.352941176470588 6 17 -0.570544858467613
"342" 5 "Different" "AN" "Three" "N" "200" 0.352941176470588 6 17 -0.570544858467613
"343" 5 "Different" "AN" "Three" "N" "300" 0.411764705882353 7 17 -0.336472236621213
"344" 5 "Different" "AN" "Three" "N" "400" 0.411764705882353 7 17 -0.336472236621213
"345" 5 "Different" "AN" "Three" "N" "500" 0.529411764705882 9 17 0.111225635110224
"346" 5 "Different" "AN" "Three" "N" "600" 0.647058823529412 11 17 0.570544858467613
"347" 5 "Different" "AN" "Three" "N" "700" 0.764705882352941 13 17 1.09861228866811
"348" 5 "Different" "AN" "Three" "N" "800" 0.882352941176471 15 17 1.82454929205105
"349" 5 "Different" "AN" "Three" "N" "900" 0.882352941176471 15 17 1.82454929205105
"350" 5 "Different" "AN" "Three" "N" "1000" 0.941176470588235 16 17 2.39789527279837
"351" 5 "Different" "AN" "Three" "Y" "100" 0.5 8 16 0
"352" 5 "Different" "AN" "Three" "Y" "200" 0.5625 9 16 0.23638877806423
"353" 5 "Different" "AN" "Three" "Y" "300" 0.5625 9 16 0.23638877806423
"354" 5 "Different" "AN" "Three" "Y" "400" 0.5625 9 16 0.23638877806423
"355" 5 "Different" "AN" "Three" "Y" "500" 0.5625 9 16 0.23638877806423
"356" 5 "Different" "AN" "Three" "Y" "600" 0.6875 11 16 0.737598943130779
"357" 5 "Different" "AN" "Three" "Y" "700" 0.75 12 16 1.02165124753198
"358" 5 "Different" "AN" "Three" "Y" "800" 0.8125 13 16 1.34992671694902
"359" 5 "Different" "AN" "Three" "Y" "900" 0.75 12 16 1.02165124753198
"360" 5 "Different" "AN" "Three" "Y" "1000" 0.75 12 16 1.02165124753198
"361" 5 "Same" "AN" "Four-Five" "N" "100" 0.526315789473684 10 19 0.100083458556983
"362" 5 "Same" "AN" "Four-Five" "N" "200" 0.578947368421053 11 19 0.302280871872934
"363" 5 "Same" "AN" "Four-Five" "N" "300" 0.578947368421053 11 19 0.302280871872934
"364" 5 "Same" "AN" "Four-Five" "N" "400" 0.526315789473684 10 19 0.100083458556983
"365" 5 "Same" "AN" "Four-Five" "N" "500" 0.684210526315789 13 19 0.730887508542792
"366" 5 "Same" "AN" "Four-Five" "N" "600" 0.789473684210526 15 19 1.23676262714893
"367" 5 "Same" "AN" "Four-Five" "N" "700" 0.947368421052632 18 19 2.51230562397611
"368" 5 "Same" "AN" "Four-Five" "N" "800" 0.842105263157895 16 19 1.55059741241117
"369" 5 "Same" "AN" "Four-Five" "N" "900" 0.736842105263158 14 19 0.969400557188103
"370" 5 "Same" "AN" "Four-Five" "N" "1000" 0.894736842105263 17 19 1.94591014905531
"371" 5 "Same" "AN" "Four-Five" "Y" "100" 0.722222222222222 13 18 0.897941593205959
"372" 5 "Same" "AN" "Four-Five" "Y" "200" 0.777777777777778 14 18 1.17007125265025
"373" 5 "Same" "AN" "Four-Five" "Y" "300" 0.666666666666667 12 18 0.653926467406664
"374" 5 "Same" "AN" "Four-Five" "Y" "400" 0.611111111111111 11 18 0.42744401482694
"375" 5 "Same" "AN" "Four-Five" "Y" "500" 0.611111111111111 11 18 0.42744401482694
"376" 5 "Same" "AN" "Four-Five" "Y" "600" 0.722222222222222 13 18 0.897941593205959
"377" 5 "Same" "AN" "Four-Five" "Y" "700" 0.888888888888889 16 18 1.88706964903238
"378" 5 "Same" "AN" "Four-Five" "Y" "800" 0.888888888888889 16 18 1.88706964903238
"379" 5 "Same" "AN" "Four-Five" "Y" "900" 0.888888888888889 16 18 1.88706964903238
"380" 5 "Same" "AN" "Four-Five" "Y" "1000" 0.944444444444444 17 18 2.4567357728213
"381" 5 "Same" "AN" "Three" "N" "100" 0.421052631578947 8 19 -0.302280871872934
"382" 5 "Same" "AN" "Three" "N" "200" 0.421052631578947 8 19 -0.302280871872934
"383" 5 "Same" "AN" "Three" "N" "300" 0.263157894736842 5 19 -0.969400557188104
"384" 5 "Same" "AN" "Three" "N" "400" 0.315789473684211 6 19 -0.730887508542792
"385" 5 "Same" "AN" "Three" "N" "500" 0.315789473684211 6 19 -0.730887508542792
"386" 5 "Same" "AN" "Three" "N" "600" 0.526315789473684 10 19 0.100083458556983
"387" 5 "Same" "AN" "Three" "N" "700" 0.526315789473684 10 19 0.100083458556983
"388" 5 "Same" "AN" "Three" "N" "800" 0.578947368421053 11 19 0.302280871872934
"389" 5 "Same" "AN" "Three" "N" "900" 0.789473684210526 15 19 1.23676262714893
"390" 5 "Same" "AN" "Three" "N" "1000" 0.894736842105263 17 19 1.94591014905531
"391" 5 "Same" "AN" "Three" "Y" "100" 0.555555555555556 10 18 0.211309093667207
"392" 5 "Same" "AN" "Three" "Y" "200" 0.666666666666667 12 18 0.653926467406664
"393" 5 "Same" "AN" "Three" "Y" "300" 0.555555555555556 10 18 0.211309093667207
"394" 5 "Same" "AN" "Three" "Y" "400" 0.666666666666667 12 18 0.653926467406664
"395" 5 "Same" "AN" "Three" "Y" "500" 0.611111111111111 11 18 0.42744401482694
"396" 5 "Same" "AN" "Three" "Y" "600" 0.666666666666667 12 18 0.653926467406664
"397" 5 "Same" "AN" "Three" "Y" "700" 0.666666666666667 12 18 0.653926467406664
"398" 5 "Same" "AN" "Three" "Y" "800" 0.777777777777778 14 18 1.17007125265025
"399" 5 "Same" "AN" "Three" "Y" "900" 0.888888888888889 16 18 1.88706964903238
"400" 5 "Same" "AN" "Three" "Y" "1000" 0.833333333333333 15 18 1.48807705542983
"401" 6 "Different" "A" "Four-Five" "N" "100" 0.263157894736842 5 19 -0.969400557188104
"402" 6 "Different" "A" "Four-Five" "N" "200" 0.368421052631579 7 19 -0.510825623765991
"403" 6 "Different" "A" "Four-Five" "N" "300" 0.315789473684211 6 19 -0.730887508542792
"404" 6 "Different" "A" "Four-Five" "N" "400" 0.368421052631579 7 19 -0.510825623765991
"405" 6 "Different" "A" "Four-Five" "N" "500" 0.315789473684211 6 19 -0.730887508542792
"406" 6 "Different" "A" "Four-Five" "N" "600" 0.421052631578947 8 19 -0.302280871872934
"407" 6 "Different" "A" "Four-Five" "N" "700" 0.684210526315789 13 19 0.730887508542792
"408" 6 "Different" "A" "Four-Five" "N" "800" 0.894736842105263 17 19 1.94591014905531
"409" 6 "Different" "A" "Four-Five" "N" "900" 0.947368421052632 18 19 2.51230562397611
"410" 6 "Different" "A" "Four-Five" "N" "1000" 0.894736842105263 17 19 1.94591014905531
"411" 6 "Different" "A" "Four-Five" "Y" "100" 0.5 8 16 0
"412" 6 "Different" "A" "Four-Five" "Y" "200" 0.5625 9 16 0.23638877806423
"413" 6 "Different" "A" "Four-Five" "Y" "300" 0.5 8 16 0
"414" 6 "Different" "A" "Four-Five" "Y" "400" 0.5 8 16 0
"415" 6 "Different" "A" "Four-Five" "Y" "500" 0.5625 9 16 0.23638877806423
"416" 6 "Different" "A" "Four-Five" "Y" "600" 0.4375 7 16 -0.23638877806423
"417" 6 "Different" "A" "Four-Five" "Y" "700" 0.5625 9 16 0.23638877806423
"418" 6 "Different" "A" "Four-Five" "Y" "800" 0.75 12 16 1.02165124753198
"419" 6 "Different" "A" "Four-Five" "Y" "900" 0.75 12 16 1.02165124753198
"420" 6 "Different" "A" "Four-Five" "Y" "1000" 0.875 14 16 1.75785791755237
"421" 6 "Different" "A" "Three" "N" "100" 0.352941176470588 6 17 -0.570544858467613
"422" 6 "Different" "A" "Three" "N" "200" 0.352941176470588 6 17 -0.570544858467613
"423" 6 "Different" "A" "Three" "N" "300" 0.411764705882353 7 17 -0.336472236621213
"424" 6 "Different" "A" "Three" "N" "400" 0.411764705882353 7 17 -0.336472236621213
"425" 6 "Different" "A" "Three" "N" "500" 0.411764705882353 7 17 -0.336472236621213
"426" 6 "Different" "A" "Three" "N" "600" 0.588235294117647 10 17 0.336472236621213
"427" 6 "Different" "A" "Three" "N" "700" 0.647058823529412 11 17 0.570544858467613
"428" 6 "Different" "A" "Three" "N" "800" 0.823529411764706 14 17 1.42138568093116
"429" 6 "Different" "A" "Three" "N" "900" 0.823529411764706 14 17 1.42138568093116
"430" 6 "Different" "A" "Three" "N" "1000" 0.882352941176471 15 17 1.82454929205105
"431" 6 "Different" "A" "Three" "Y" "100" 0.277777777777778 5 18 -0.897941593205959
"432" 6 "Different" "A" "Three" "Y" "200" 0.333333333333333 6 18 -0.653926467406664
"433" 6 "Different" "A" "Three" "Y" "300" 0.555555555555556 10 18 0.211309093667207
"434" 6 "Different" "A" "Three" "Y" "400" 0.611111111111111 11 18 0.42744401482694
"435" 6 "Different" "A" "Three" "Y" "500" 0.666666666666667 12 18 0.653926467406664
"436" 6 "Different" "A" "Three" "Y" "600" 0.666666666666667 12 18 0.653926467406664
"437" 6 "Different" "A" "Three" "Y" "700" 0.777777777777778 14 18 1.17007125265025
"438" 6 "Different" "A" "Three" "Y" "800" 0.833333333333333 15 18 1.48807705542983
"439" 6 "Different" "A" "Three" "Y" "900" 0.944444444444444 17 18 2.4567357728213
"440" 6 "Different" "A" "Three" "Y" "1000" 0.944444444444444 17 18 2.4567357728213
"441" 6 "Same" "A" "Four-Five" "N" "100" 0.25 4 16 -1.02165124753198
"442" 6 "Same" "A" "Four-Five" "N" "200" 0.25 4 16 -1.02165124753198
"443" 6 "Same" "A" "Four-Five" "N" "300" 0.25 4 16 -1.02165124753198
"444" 6 "Same" "A" "Four-Five" "N" "400" 0.1875 3 16 -1.34992671694902
"445" 6 "Same" "A" "Four-Five" "N" "500" 0.25 4 16 -1.02165124753198
"446" 6 "Same" "A" "Four-Five" "N" "600" 0.375 6 16 -0.479573080261886
"447" 6 "Same" "A" "Four-Five" "N" "700" 0.375 6 16 -0.479573080261886
"448" 6 "Same" "A" "Four-Five" "N" "800" 0.4375 7 16 -0.23638877806423
"449" 6 "Same" "A" "Four-Five" "N" "900" 0.4375 7 16 -0.23638877806423
"450" 6 "Same" "A" "Four-Five" "N" "1000" 0.5625 9 16 0.23638877806423
"451" 6 "Same" "A" "Four-Five" "Y" "100" 0.666666666666667 12 18 0.653926467406664
"452" 6 "Same" "A" "Four-Five" "Y" "200" 0.777777777777778 14 18 1.17007125265025
"453" 6 "Same" "A" "Four-Five" "Y" "300" 0.833333333333333 15 18 1.48807705542983
"454" 6 "Same" "A" "Four-Five" "Y" "400" 0.833333333333333 15 18 1.48807705542983
"455" 6 "Same" "A" "Four-Five" "Y" "500" 0.833333333333333 15 18 1.48807705542983
"456" 6 "Same" "A" "Four-Five" "Y" "600" 0.833333333333333 15 18 1.48807705542983
"457" 6 "Same" "A" "Four-Five" "Y" "700" 0.722222222222222 13 18 0.897941593205959
"458" 6 "Same" "A" "Four-Five" "Y" "800" 0.555555555555556 10 18 0.211309093667207
"459" 6 "Same" "A" "Four-Five" "Y" "900" 0.555555555555556 10 18 0.211309093667207
"460" 6 "Same" "A" "Four-Five" "Y" "1000" 0.666666666666667 12 18 0.653926467406664
"461" 6 "Same" "A" "Three" "N" "100" 0.473684210526316 9 19 -0.100083458556983
"462" 6 "Same" "A" "Three" "N" "200" 0.473684210526316 9 19 -0.100083458556983
"463" 6 "Same" "A" "Three" "N" "300" 0.421052631578947 8 19 -0.302280871872934
"464" 6 "Same" "A" "Three" "N" "400" 0.473684210526316 9 19 -0.100083458556983
"465" 6 "Same" "A" "Three" "N" "500" 0.473684210526316 9 19 -0.100083458556983
"466" 6 "Same" "A" "Three" "N" "600" 0.421052631578947 8 19 -0.302280871872934
"467" 6 "Same" "A" "Three" "N" "700" 0.263157894736842 5 19 -0.969400557188104
"468" 6 "Same" "A" "Three" "N" "800" 0.368421052631579 7 19 -0.510825623765991
"469" 6 "Same" "A" "Three" "N" "900" 0.421052631578947 8 19 -0.302280871872934
"470" 6 "Same" "A" "Three" "N" "1000" 0.526315789473684 10 19 0.100083458556983
"471" 6 "Same" "A" "Three" "Y" "100" 0.4375 7 16 -0.23638877806423
"472" 6 "Same" "A" "Three" "Y" "200" 0.4375 7 16 -0.23638877806423
"473" 6 "Same" "A" "Three" "Y" "300" 0.4375 7 16 -0.23638877806423
"474" 6 "Same" "A" "Three" "Y" "400" 0.5 8 16 0
"475" 6 "Same" "A" "Three" "Y" "500" 0.5625 9 16 0.23638877806423
"476" 6 "Same" "A" "Three" "Y" "600" 0.5625 9 16 0.23638877806423
"477" 6 "Same" "A" "Three" "Y" "700" 0.625 10 16 0.479573080261886
"478" 6 "Same" "A" "Three" "Y" "800" 0.5625 9 16 0.23638877806423
"479" 6 "Same" "A" "Three" "Y" "900" 0.5625 9 16 0.23638877806423
"480" 6 "Same" "A" "Three" "Y" "1000" 0.5 8 16 0
"481" 7 "Different" "A" "Four-Five" "N" "100" 0.25 5 20 -1.03609193168678
"482" 7 "Different" "A" "Four-Five" "N" "200" 0.25 5 20 -1.03609193168678
"483" 7 "Different" "A" "Four-Five" "N" "300" 0.25 5 20 -1.03609193168678
"484" 7 "Different" "A" "Four-Five" "N" "400" 0.3 6 20 -0.802346472524937
"485" 7 "Different" "A" "Four-Five" "N" "500" 0.3 6 20 -0.802346472524937
"486" 7 "Different" "A" "Four-Five" "N" "600" 0.4 8 20 -0.385662480811985
"487" 7 "Different" "A" "Four-Five" "N" "700" 0.5 10 20 0
"488" 7 "Different" "A" "Four-Five" "N" "800" 0.7 14 20 0.802346472524937
"489" 7 "Different" "A" "Four-Five" "N" "900" 0.8 16 20 1.29928298413026
"490" 7 "Different" "A" "Four-Five" "N" "1000" 0.95 19 20 2.56494935746154
"491" 7 "Different" "A" "Four-Five" "Y" "100" 0.526315789473684 10 19 0.100083458556983
"492" 7 "Different" "A" "Four-Five" "Y" "200" 0.631578947368421 12 19 0.510825623765991
"493" 7 "Different" "A" "Four-Five" "Y" "300" 0.684210526315789 13 19 0.730887508542792
"494" 7 "Different" "A" "Four-Five" "Y" "400" 0.631578947368421 12 19 0.510825623765991
"495" 7 "Different" "A" "Four-Five" "Y" "500" 0.578947368421053 11 19 0.302280871872934
"496" 7 "Different" "A" "Four-Five" "Y" "600" 0.578947368421053 11 19 0.302280871872934
"497" 7 "Different" "A" "Four-Five" "Y" "700" 0.578947368421053 11 19 0.302280871872934
"498" 7 "Different" "A" "Four-Five" "Y" "800" 0.684210526315789 13 19 0.730887508542792
"499" 7 "Different" "A" "Four-Five" "Y" "900" 0.684210526315789 13 19 0.730887508542792
"500" 7 "Different" "A" "Four-Five" "Y" "1000" 0.684210526315789 13 19 0.730887508542792
"501" 7 "Different" "A" "Three" "N" "100" 0.529411764705882 9 17 0.111225635110224
"502" 7 "Different" "A" "Three" "N" "200" 0.588235294117647 10 17 0.336472236621213
"503" 7 "Different" "A" "Three" "N" "300" 0.529411764705882 9 17 0.111225635110224
"504" 7 "Different" "A" "Three" "N" "400" 0.411764705882353 7 17 -0.336472236621213
"505" 7 "Different" "A" "Three" "N" "500" 0.411764705882353 7 17 -0.336472236621213
"506" 7 "Different" "A" "Three" "N" "600" 0.352941176470588 6 17 -0.570544858467613
"507" 7 "Different" "A" "Three" "N" "700" 0.411764705882353 7 17 -0.336472236621213
"508" 7 "Different" "A" "Three" "N" "800" 0.470588235294118 8 17 -0.111225635110224
"509" 7 "Different" "A" "Three" "N" "900" 0.705882352941177 12 17 0.82098055206983
"510" 7 "Different" "A" "Three" "N" "1000" 0.882352941176471 15 17 1.82454929205105
"511" 7 "Different" "A" "Three" "Y" "100" 0.470588235294118 8 17 -0.111225635110224
"512" 7 "Different" "A" "Three" "Y" "200" 0.470588235294118 8 17 -0.111225635110224
"513" 7 "Different" "A" "Three" "Y" "300" 0.470588235294118 8 17 -0.111225635110224
"514" 7 "Different" "A" "Three" "Y" "400" 0.470588235294118 8 17 -0.111225635110224
"515" 7 "Different" "A" "Three" "Y" "500" 0.470588235294118 8 17 -0.111225635110224
"516" 7 "Different" "A" "Three" "Y" "600" 0.470588235294118 8 17 -0.111225635110224
"517" 7 "Different" "A" "Three" "Y" "700" 0.470588235294118 8 17 -0.111225635110224
"518" 7 "Different" "A" "Three" "Y" "800" 0.705882352941177 12 17 0.82098055206983
"519" 7 "Different" "A" "Three" "Y" "900" 0.705882352941177 12 17 0.82098055206983
"520" 7 "Different" "A" "Three" "Y" "1000" 0.705882352941177 12 17 0.82098055206983
"521" 7 "Same" "A" "Four-Five" "N" "100" 0.611111111111111 11 18 0.42744401482694
"522" 7 "Same" "A" "Four-Five" "N" "200" 0.666666666666667 12 18 0.653926467406664
"523" 7 "Same" "A" "Four-Five" "N" "300" 0.611111111111111 11 18 0.42744401482694
"524" 7 "Same" "A" "Four-Five" "N" "400" 0.722222222222222 13 18 0.897941593205959
"525" 7 "Same" "A" "Four-Five" "N" "500" 0.833333333333333 15 18 1.48807705542983
"526" 7 "Same" "A" "Four-Five" "N" "600" 0.611111111111111 11 18 0.42744401482694
"527" 7 "Same" "A" "Four-Five" "N" "700" 0.722222222222222 13 18 0.897941593205959
"528" 7 "Same" "A" "Four-Five" "N" "800" 0.777777777777778 14 18 1.17007125265025
"529" 7 "Same" "A" "Four-Five" "N" "900" 0.944444444444444 17 18 2.4567357728213
"530" 7 "Same" "A" "Four-Five" "N" "1000" 0.888888888888889 16 18 1.88706964903238
"531" 7 "Same" "A" "Four-Five" "Y" "100" 0.444444444444444 8 18 -0.211309093667207
"532" 7 "Same" "A" "Four-Five" "Y" "200" 0.5 9 18 0
"533" 7 "Same" "A" "Four-Five" "Y" "300" 0.444444444444444 8 18 -0.211309093667207
"534" 7 "Same" "A" "Four-Five" "Y" "400" 0.5 9 18 0
"535" 7 "Same" "A" "Four-Five" "Y" "500" 0.388888888888889 7 18 -0.42744401482694
"536" 7 "Same" "A" "Four-Five" "Y" "600" 0.333333333333333 6 18 -0.653926467406664
"537" 7 "Same" "A" "Four-Five" "Y" "700" 0.388888888888889 7 18 -0.42744401482694
"538" 7 "Same" "A" "Four-Five" "Y" "800" 0.777777777777778 14 18 1.17007125265025
"539" 7 "Same" "A" "Four-Five" "Y" "900" 0.833333333333333 15 18 1.48807705542983
"540" 7 "Same" "A" "Four-Five" "Y" "1000" 0.777777777777778 14 18 1.17007125265025
"541" 7 "Same" "A" "Three" "N" "100" 0.277777777777778 5 18 -0.897941593205959
"542" 7 "Same" "A" "Three" "N" "200" 0.333333333333333 6 18 -0.653926467406664
"543" 7 "Same" "A" "Three" "N" "300" 0.5 9 18 0
"544" 7 "Same" "A" "Three" "N" "400" 0.444444444444444 8 18 -0.211309093667207
"545" 7 "Same" "A" "Three" "N" "500" 0.5 9 18 0
"546" 7 "Same" "A" "Three" "N" "600" 0.611111111111111 11 18 0.42744401482694
"547" 7 "Same" "A" "Three" "N" "700" 0.666666666666667 12 18 0.653926467406664
"548" 7 "Same" "A" "Three" "N" "800" 0.611111111111111 11 18 0.42744401482694
"549" 7 "Same" "A" "Three" "N" "900" 0.666666666666667 12 18 0.653926467406664
"550" 7 "Same" "A" "Three" "N" "1000" 0.777777777777778 14 18 1.17007125265025
"551" 7 "Same" "A" "Three" "Y" "100" 0.583333333333333 7 12 0.310154928303839
"552" 7 "Same" "A" "Three" "Y" "200" 0.583333333333333 7 12 0.310154928303839
"553" 7 "Same" "A" "Three" "Y" "300" 0.666666666666667 8 12 0.635988766719997
"554" 7 "Same" "A" "Three" "Y" "400" 0.666666666666667 8 12 0.635988766719997
"555" 7 "Same" "A" "Three" "Y" "500" 0.666666666666667 8 12 0.635988766719997
"556" 7 "Same" "A" "Three" "Y" "600" 0.666666666666667 8 12 0.635988766719997
"557" 7 "Same" "A" "Three" "Y" "700" 0.75 9 12 0.998528830111127
"558" 7 "Same" "A" "Three" "Y" "800" 0.75 9 12 0.998528830111127
"559" 7 "Same" "A" "Three" "Y" "900" 0.75 9 12 0.998528830111127
"560" 7 "Same" "A" "Three" "Y" "1000" 0.833333333333333 10 12 1.43508452528932
"561" 8 "Different" "AN" "Four-Five" "N" "100" 0.631578947368421 12 19 0.510825623765991
"562" 8 "Different" "AN" "Four-Five" "N" "200" 0.684210526315789 13 19 0.730887508542792
"563" 8 "Different" "AN" "Four-Five" "N" "300" 0.631578947368421 12 19 0.510825623765991
"564" 8 "Different" "AN" "Four-Five" "N" "400" 0.578947368421053 11 19 0.302280871872934
"565" 8 "Different" "AN" "Four-Five" "N" "500" 0.578947368421053 11 19 0.302280871872934
"566" 8 "Different" "AN" "Four-Five" "N" "600" 0.736842105263158 14 19 0.969400557188103
"567" 8 "Different" "AN" "Four-Five" "N" "700" 0.789473684210526 15 19 1.23676262714893
"568" 8 "Different" "AN" "Four-Five" "N" "800" 0.789473684210526 15 19 1.23676262714893
"569" 8 "Different" "AN" "Four-Five" "N" "900" 0.736842105263158 14 19 0.969400557188103
"570" 8 "Different" "AN" "Four-Five" "N" "1000" 0.631578947368421 12 19 0.510825623765991
"571" 8 "Different" "AN" "Four-Five" "Y" "100" 0.714285714285714 10 14 0.847297860387204
"572" 8 "Different" "AN" "Four-Five" "Y" "200" 0.857142857142857 12 14 1.6094379124341
"573" 8 "Different" "AN" "Four-Five" "Y" "300" 0.928571428571429 13 14 2.19722457733622
"574" 8 "Different" "AN" "Four-Five" "Y" "400" 0.857142857142857 12 14 1.6094379124341
"575" 8 "Different" "AN" "Four-Five" "Y" "500" 0.785714285714286 11 14 1.18958406687384
"576" 8 "Different" "AN" "Four-Five" "Y" "600" 0.857142857142857 12 14 1.6094379124341
"577" 8 "Different" "AN" "Four-Five" "Y" "700" 0.928571428571429 13 14 2.19722457733622
"578" 8 "Different" "AN" "Four-Five" "Y" "800" 0.928571428571429 13 14 2.19722457733622
"579" 8 "Different" "AN" "Four-Five" "Y" "900" 0.857142857142857 12 14 1.6094379124341
"580" 8 "Different" "AN" "Four-Five" "Y" "1000" 0.714285714285714 10 14 0.847297860387204
"581" 8 "Different" "AN" "Three" "N" "100" 0.631578947368421 12 19 0.510825623765991
"582" 8 "Different" "AN" "Three" "N" "200" 0.631578947368421 12 19 0.510825623765991
"583" 8 "Different" "AN" "Three" "N" "300" 0.684210526315789 13 19 0.730887508542792
"584" 8 "Different" "AN" "Three" "N" "400" 0.736842105263158 14 19 0.969400557188103
"585" 8 "Different" "AN" "Three" "N" "500" 0.736842105263158 14 19 0.969400557188103
"586" 8 "Different" "AN" "Three" "N" "600" 0.578947368421053 11 19 0.302280871872934
"587" 8 "Different" "AN" "Three" "N" "700" 0.578947368421053 11 19 0.302280871872934
"588" 8 "Different" "AN" "Three" "N" "800" 0.578947368421053 11 19 0.302280871872934
"589" 8 "Different" "AN" "Three" "N" "900" 0.631578947368421 12 19 0.510825623765991
"590" 8 "Different" "AN" "Three" "N" "1000" 0.684210526315789 13 19 0.730887508542792
"591" 8 "Different" "AN" "Three" "Y" "100" 0.625 10 16 0.479573080261886
"592" 8 "Different" "AN" "Three" "Y" "200" 0.6875 11 16 0.737598943130779
"593" 8 "Different" "AN" "Three" "Y" "300" 0.6875 11 16 0.737598943130779
"594" 8 "Different" "AN" "Three" "Y" "400" 0.75 12 16 1.02165124753198
"595" 8 "Different" "AN" "Three" "Y" "500" 0.8125 13 16 1.34992671694902
"596" 8 "Different" "AN" "Three" "Y" "600" 0.8125 13 16 1.34992671694902
"597" 8 "Different" "AN" "Three" "Y" "700" 0.6875 11 16 0.737598943130779
"598" 8 "Different" "AN" "Three" "Y" "800" 0.75 12 16 1.02165124753198
"599" 8 "Different" "AN" "Three" "Y" "900" 0.9375 15 16 2.33537491581704
"600" 8 "Different" "AN" "Three" "Y" "1000" 0.75 12 16 1.02165124753198
"601" 8 "Same" "AN" "Four-Five" "N" "100" 0.315789473684211 6 19 -0.730887508542792
"602" 8 "Same" "AN" "Four-Five" "N" "200" 0.315789473684211 6 19 -0.730887508542792
"603" 8 "Same" "AN" "Four-Five" "N" "300" 0.263157894736842 5 19 -0.969400557188104
"604" 8 "Same" "AN" "Four-Five" "N" "400" 0.263157894736842 5 19 -0.969400557188104
"605" 8 "Same" "AN" "Four-Five" "N" "500" 0.368421052631579 7 19 -0.510825623765991
"606" 8 "Same" "AN" "Four-Five" "N" "600" 0.421052631578947 8 19 -0.302280871872934
